type,field,entry,row_index,csv_set,ann_set,corrected_label,Unnamed: 7
FN,STARTING_MATERIAL,"4,4'-dimethoxytrityl chloride",380,N2-phenoxyacetyl-2'-O-(2-cyanoethoxymethoxymethyl)guanosine (3c),"3c, 4,4'-dimethoxytrityl chloride, N2-phenoxyacetyl-2'-O-(2-cyanoethoxymethoxymethyl)guanosine",TP,
FP,REAGENT_CATALYST,"4,4'-dimethoxytrityl chloride",380,"4,4'-dimethoxytrityl chloride",pyridine,FP,
FN,REAGENT_CATALYST,pyridine,380,"4,4'-dimethoxytrityl chloride",pyridine,FN,
FP,SOLVENT,pyridine,380,pyridine,,TP,
FP,YIELD_OTHER,purity 99.0%,380,"800 mg, purity 99.0%",800 mg,FP,
FN,STARTING_MATERIAL,8e,383,"[1,1'-biphenyl]-3-ylmethanol, benzoate S1","8e, S1, [1,1'-biphenyl]-3-ylmethanol",TP,
FN,REAGENT_CATALYST,K2CO3,383,TFA,"K2CO3, TFA",TP,
FN,SOLVENT,MeOH,383,DCE,"CH2Cl2, DCE, MeOH",TP,
FN,SOLVENT,CH2Cl2,383,DCE,"CH2Cl2, DCE, MeOH",TP,
FP,TEMPERATURE,80°C,383,"23°C, 80°C","23° C, 80° C, room temperature",TP,
FP,TEMPERATURE,23°C,383,"23°C, 80°C","23° C, 80° C, room temperature",TP,
FN,TEMPERATURE,80° C,383,"23°C, 80°C","23° C, 80° C, room temperature",TP,
FN,TEMPERATURE,room temperature,383,"23°C, 80°C","23° C, 80° C, room temperature",TP,
FN,TEMPERATURE,23° C,383,"23°C, 80°C","23° C, 80° C, room temperature",TP,
FN,REAGENT_CATALYST,potassium carbonate,387,tetrakis-(triphenylphosphine)palladium,"potassium carbonate, tetrakis-(triphenylphosphine)palladium",TP,
FN,SOLVENT,aqueous,387,tetrahydrofuran,"aqueous, tetrahydrofuran",TP,
FP,TEMPERATURE,heated,387,"heated, room temperature",room temperature,TP,
FN,REACTION_PRODUCT,a',392,2-(piperazine-1-yl)-7H-purine,"2-(piperazine-1-yl)-7H-purine, a'",TP,
FN,REAGENT_CATALYST,concentrated sulfuric acid,394,sodium nitrite,"concentrated sulfuric acid, sodium nitrite",TP,
FP,SOLVENT,concentrated sulfuric acid,394,concentrated sulfuric acid,,TP,
FP,TEMPERATURE,ice bath,394,"60°C, ice bath",60°C,TP,
FP,YIELD_OTHER,purity 95%,400,"88 mg, purity 95%",88 mg,FP,
FP,TEMPERATURE,40°C,402,"40°C, 55°C, RT","40° C, 55° C, RT",TP,
FP,TEMPERATURE,55°C,402,"40°C, 55°C, RT","40° C, 55° C, RT",TP,
FN,TEMPERATURE,55° C,402,"40°C, 55°C, RT","40° C, 55° C, RT",TP,
FN,TEMPERATURE,40° C,402,"40°C, 55°C, RT","40° C, 55° C, RT",TP,
FP,TIME,overnight,402,"30 min, overnight",30 min,TP,
FP,YIELD_OTHER,purity 98%,402,"643 mg, purity 98%",643 mg,FP,
FN,REACTION_PRODUCT,"tert butyl (2S,4S,5S)-5-(allyloxyamino)-2-[[tert-butyl(dimethyl)silylloxymethyll-4-hydroxy-piperidine-1-carboxylate",403,"tert-butyl (2S,4S,5S)-5-(allyloxyamino)-2-[[tert-butyl(dimethyl)silyl]oxymethyl]-4-hydroxy-piperidine-1-carboxylate (4c)","4c, tert butyl (2S,4S,5S)-5-(allyloxyamino)-2-[[tert-butyl(dimethyl)silylloxymethyll-4-hydroxy-piperidine-1-carboxylate, tert-butyl (2S,4S,5S)-5-(allyloxyamino)-2-[[tert-butyl(dimethyl)silyl]oxymethyl]-4-hydroxy-piperidine-1-carboxylate",TP,
FN,STARTING_MATERIAL,O-allylhydroxylamine,403,"tert-butyl (1S,3S,6R)-3-[[tert-butyl(dimethyl)silyl]oxymethyl]-7-oxa-4-azabicyclo[4.1.0]heptane-4-carboxylate (4b)","4b, O-allylhydroxylamine, tert-butyl (1S,3S,6R)-3-[[tert-butyl(dimethyl)silyl]oxymethyl]-7-oxa-4-azabicyclo[4.1.0]heptane-4-carboxylate",TP,
FP,REACTION_PRODUCT,methyl 2-chloro-6-(4-(trifluoromethyl)phenoxy)nicotinate,406,methyl 2-chloro-6-(4-(trifluoromethyl)phenoxy)nicotinate,"methyl 2-chloro-6-(4-(trifluoromethyl) phenoxy) nicotinate, methyl 2-chloro-6-(4-(trifluoromethyl)phenoxy) nicotinate",TP,
FN,REACTION_PRODUCT,methyl 2-chloro-6-(4-(trifluoromethyl)phenoxy) nicotinate,406,methyl 2-chloro-6-(4-(trifluoromethyl)phenoxy)nicotinate,"methyl 2-chloro-6-(4-(trifluoromethyl) phenoxy) nicotinate, methyl 2-chloro-6-(4-(trifluoromethyl)phenoxy) nicotinate",TP,
FN,REACTION_PRODUCT,methyl 2-chloro-6-(4-(trifluoromethyl) phenoxy) nicotinate,406,methyl 2-chloro-6-(4-(trifluoromethyl)phenoxy)nicotinate,"methyl 2-chloro-6-(4-(trifluoromethyl) phenoxy) nicotinate, methyl 2-chloro-6-(4-(trifluoromethyl)phenoxy) nicotinate",TP,
FP,STARTING_MATERIAL,4-(trifluoromethyl)phenol,406,"4-(trifluoromethyl)phenol, methyl 2,6-dichloronicotinate","4-(trifluoromethyl) phenol, methyl 2,6-dichloronicotinate",TP,
FN,STARTING_MATERIAL,4-(trifluoromethyl) phenol,406,"4-(trifluoromethyl)phenol, methyl 2,6-dichloronicotinate","4-(trifluoromethyl) phenol, methyl 2,6-dichloronicotinate",TP,
FP,SOLVENT,N,406,"N, N-dimethylformamide","N, N-dimethylformamide",TP,
FP,SOLVENT,N-dimethylformamide,406,"N, N-dimethylformamide","N, N-dimethylformamide",TP,
FN,SOLVENT,"N, N-dimethylformamide",406,"N, N-dimethylformamide","N, N-dimethylformamide",TP,
FN,TEMPERATURE,50 °C,406,room temperature,"50 °C, room temperature",TP,
FP,TIME,4-5 h,406,"0.5 h, 2 h, 4-5 h","0.5 hour, 2 hours, 8 hours",TP,
FN,TIME,8 hours,406,"0.5 h, 2 h, 4-5 h","0.5 hour, 2 hours, 8 hours",TP,
FN,REACTION_PRODUCT,product,408,3-(2-methyl-1H-indol-3-yl)propanoic acid,"3-(2-methyl-1 H-indol-3-yl)propanoic acid, product",TP,
FN,REAGENT_CATALYST,AcOH,408,zinc chloride,"AcOH, zinc chloride",TP,
FP,SOLVENT,AcOH,408,AcOH,,TP,
FP,TEMPERATURE,70°C,408,70°C,70 °C,TP,
FN,TEMPERATURE,70 °C,408,70°C,70 °C,TP,
FP,TEMPERATURE,76°C,409,76°C,"76° C, refluxed",TP,
FN,TEMPERATURE,76° C,409,76°C,"76° C, refluxed",TP,
FN,TEMPERATURE,refluxed,409,76°C,"76° C, refluxed",TP,
FN,REACTION_PRODUCT,target compound,410,"(S)-6-chloro-4-((1-(5-chloro-4-oxo-3-phenyl-3,4-dihydroquinazoline-2-yl)ethyl)amino)pyrido[2,3-d]pyrimidine-5(8H)-one","(S)-6-chloro-4-((1-(5-chloro-4-oxo-3-phenyl-3,4-dihydroquinazoline-2-yl)ethyl)amino)pyrido[2,3-d]pyrimidine-5(8H)-one, target compound",TP,
FN,REAGENT_CATALYST,acetic acid,410,N-chlorosuccinimide (NCS),"N-chlorosuccinimide, NCS, acetic acid",TP,
FP,SOLVENT,acetic acid,410,acetic acid,,TP,
FN,REAGENT_CATALYST,Pd/C,411,"10w/w% palladium/carbon, N,N-diisopropylethylamine, potassium carbonate","10w/w% palladium/carbon, K2CO3, N,N-diisopropylethylamine, Pd/C, hydrogen, potassium carbonate",TP,
FN,REAGENT_CATALYST,K2CO3,411,"10w/w% palladium/carbon, N,N-diisopropylethylamine, potassium carbonate","10w/w% palladium/carbon, K2CO3, N,N-diisopropylethylamine, Pd/C, hydrogen, potassium carbonate",TP,
FN,REAGENT_CATALYST,hydrogen,411,"10w/w% palladium/carbon, N,N-diisopropylethylamine, potassium carbonate","10w/w% palladium/carbon, K2CO3, N,N-diisopropylethylamine, Pd/C, hydrogen, potassium carbonate",TP,
FN,SOLVENT,CH2Cl2,411,"dichloromethane, methanol, water","CH2Cl2, dichloromethane, methanol, water",TP,
FP,TEMPERATURE,reflux,411,"reflux, room temperature","refluxed, room temperature",TP,
FN,TEMPERATURE,refluxed,411,"reflux, room temperature","refluxed, room temperature",TP,
FP,TIME,overnight,411,"about 24 h, overnight",24 hours,TP,
FN,REACTION_PRODUCT,17,413,"4-(3-(4-(2-oxo-2,3-dihydro-1H-imidazo[4,5-b]pyridin-5-yl)piperazine-1-carbonyl)-4-trifluoromethylbenzyl)phthalazin-1(2H)-one","17, 4-(3-(4-(2-oxo-2,3-dihydro-1H-imidazo[4,5-b]pyridin-5-yl)piperazine-1-carbonyl)-4-trifluoromethylbenzyl)phthalazin-1(2H)-one",TP,
FP,STARTING_MATERIAL,Compound n,413,"Compound n, Compound o'","n, o'",TP,
FN,REACTION_PRODUCT,Intermediate 8,416,"(±)-4-{[(1R*,3R*)-3-hydroxycyclopentyl]amino}-2-(methylsulfanyl)pyrimidine-5-carbaldehyde","(±)-4-{[(1R*,3R*)-3-hydroxycyclopentyl]amino}-2-(methylsulfanyl)pyrimidine-5-carbaldehyde, Intermediate 8",TP,
FN,SOLVENT,"1,4-dioxane",416,THF,"1,4-dioxane, THF",TP,
FN,REAGENT_CATALYST,CAS#1191-15-7,421,Diisobutylaluminum hydride (DIBAL-H),"CAS#1191-15-7, DIBAL-H, Diisobutylaluminum hydride",TP,
FN,SOLVENT,tetrahydrofuran,421,toluene,"1191-15-7, tetrahydrofuran, toluene",TP,
FN,SOLVENT,1191-15-7,421,toluene,"1191-15-7, tetrahydrofuran, toluene",FN,
FP,TEMPERATURE,0°C,421,"-78°C, 0°C","0° C, �?8° C.",TP,
FP,TEMPERATURE,-78°C,421,"-78°C, 0°C","0° C, �?8° C.",TP,
FN,TEMPERATURE,0° C,421,"-78°C, 0°C","0° C, �?8° C.",TP,
FN,TEMPERATURE,�?8° C.,421,"-78°C, 0°C","0° C, �?8° C.",TP,
FN,REACTION_PRODUCT,product,422,PAG-9,"PAG, PAG-9, product",TP,
FN,REACTION_PRODUCT,PAG,422,PAG-9,"PAG, PAG-9, product",TP,
FN,STARTING_MATERIAL,"1, 1-Difluoro-2-oxo-2-(1-adamntylamino)ethanesulfonyl fluoride",422,"1,1-Difluoro-2-oxo-2-(1-adamntylamino)ethanesulfonyl fluoride (SM-2), 2-Hydroxy-2'-methoxyacetophenone (SM-7)","1, 1-Difluoro-2-oxo-2-(1-adamntylamino)ethanesulfonyl fluoride, 2-Hydroxy-2'-methoxyacetophenone, SM-2, SM-7",TP,
FP,TEMPERATURE,-50°C to 10°C,422,"-50°C to 10°C, room temperature","0° C, 10° C, 50° C, room temperature, �?0° C",TP,
FN,TEMPERATURE,�?0° C,422,"-50°C to 10°C, room temperature","0° C, 10° C, 50° C, room temperature, �?0° C",TP,
FN,TEMPERATURE,0° C,422,"-50°C to 10°C, room temperature","0° C, 10° C, 50° C, room temperature, �?0° C",TP,
FN,TEMPERATURE,10° C,422,"-50°C to 10°C, room temperature","0° C, 10° C, 50° C, room temperature, �?0° C",TP,
FN,TEMPERATURE,50° C,422,"-50°C to 10°C, room temperature","0° C, 10° C, 50° C, room temperature, �?0° C",TP,
FN,STARTING_MATERIAL,formaldehyde,426,"4-([1,1'-biphenyl]-4-yl)-1,2,3,6-tetrahydropyridine 2,2,2-trifluoroacetate, methyl 2-(methylsulfonyl)propanoate","4-([1,1'-biphenyl]-4-yl)-1,2,3,6-tetrahydropyridine 2,2,2-trifluoroacetate, formaldehyde, methyl 2-(methylsulfonyl)propanoate",TP,
FP,REAGENT_CATALYST,formaldehyde (37% in water),426,"Et3N, formaldehyde (37% in water)",Et3N,TP,
FN,REAGENT_CATALYST,Na2CO3,430,tetrakis(triphenylphosphine)-palladium(0),"Na2CO3, tetrakis(triphenylphosphine)-palladium(0)",TP,
FP,SOLVENT,2M Na2CO3,430,"2M Na2CO3, ethanol, toluene","ethanol, toluene",FP,
FN,REACTION_PRODUCT,84,431,"5-(2-chloro-3-fluorophenyl)-3-isobutyl-1-{2-oxo-2-[4-(2-oxo-1,2,4,5-tetrahydrobenzo[d][1,3]diazepin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione","5-(2-chloro-3-fluorophenyl)-3-isobutyl-1-{2-oxo-2-[4-(2-oxo-1,2,4,5-tetrahydro-benzo[d][1,3]diazepin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione, 5-(2-chloro-3-fluorophenyl)-3-isobutyl-1-{2-oxo-2-[4-(2-oxo-1,2,4,5-tetrahydrobenzo[d][1,3]diazepin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione, 84",TP,
FN,REACTION_PRODUCT,"5-(2-chloro-3-fluorophenyl)-3-isobutyl-1-{2-oxo-2-[4-(2-oxo-1,2,4,5-tetrahydro-benzo[d][1,3]diazepin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione",431,"5-(2-chloro-3-fluorophenyl)-3-isobutyl-1-{2-oxo-2-[4-(2-oxo-1,2,4,5-tetrahydrobenzo[d][1,3]diazepin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione","5-(2-chloro-3-fluorophenyl)-3-isobutyl-1-{2-oxo-2-[4-(2-oxo-1,2,4,5-tetrahydro-benzo[d][1,3]diazepin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione, 5-(2-chloro-3-fluorophenyl)-3-isobutyl-1-{2-oxo-2-[4-(2-oxo-1,2,4,5-tetrahydrobenzo[d][1,3]diazepin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione, 84",TP,
FP,STARTING_MATERIAL,"[5-(2-chloro-3-fluorophenyl)-3-isopropyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]acetic acid",431,"3-piperidin-4-yl-1,3,4,5-tetrahydrobenzo[d][1,3]diazepin-2-one, [5-(2-chloro-3-fluorophenyl)-3-isopropyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]acetic acid","3-piperidin-4-yl-1,3,4,5-tetrahydro-benzo[d][1,3]diazepin-2-one, [5-(2-chloro-3-fluorophenyl)-3-isopropyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]-acetic acid",TP,
FP,STARTING_MATERIAL,"3-piperidin-4-yl-1,3,4,5-tetrahydrobenzo[d][1,3]diazepin-2-one",431,"3-piperidin-4-yl-1,3,4,5-tetrahydrobenzo[d][1,3]diazepin-2-one, [5-(2-chloro-3-fluorophenyl)-3-isopropyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]acetic acid","3-piperidin-4-yl-1,3,4,5-tetrahydro-benzo[d][1,3]diazepin-2-one, [5-(2-chloro-3-fluorophenyl)-3-isopropyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]-acetic acid",TP,
FN,STARTING_MATERIAL,"[5-(2-chloro-3-fluorophenyl)-3-isopropyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]-acetic acid",431,"3-piperidin-4-yl-1,3,4,5-tetrahydrobenzo[d][1,3]diazepin-2-one, [5-(2-chloro-3-fluorophenyl)-3-isopropyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]acetic acid","3-piperidin-4-yl-1,3,4,5-tetrahydro-benzo[d][1,3]diazepin-2-one, [5-(2-chloro-3-fluorophenyl)-3-isopropyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]-acetic acid",TP,
FN,STARTING_MATERIAL,"3-piperidin-4-yl-1,3,4,5-tetrahydro-benzo[d][1,3]diazepin-2-one",431,"3-piperidin-4-yl-1,3,4,5-tetrahydrobenzo[d][1,3]diazepin-2-one, [5-(2-chloro-3-fluorophenyl)-3-isopropyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]acetic acid","3-piperidin-4-yl-1,3,4,5-tetrahydro-benzo[d][1,3]diazepin-2-one, [5-(2-chloro-3-fluorophenyl)-3-isopropyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]-acetic acid",TP,
FP,SOLVENT,acetone,431,acetone,,TP,
FP,TEMPERATURE,248°C,431,248°C,,TP,
FN,STARTING_MATERIAL,Chlorocarbonylsulfenyl chloride,434,4-(trifluoromethoxy)benzamide,"4-(trifluoromethoxy)benzamide, Chlorocarbonylsulfenyl chloride",TP,
FP,REAGENT_CATALYST,chlorocarbonylsulfenyl chloride,434,chlorocarbonylsulfenyl chloride,,FP,
FP,TEMPERATURE,reflux,436,reflux,,TP,
FN,REACTION_PRODUCT,product,440,"3-(3-fluorophenoxy)-2,2-bis((3-fluorophenoxy)methyl)propyl 4-methylbenzenesulfonate (Compound F2)","3-(3-fluorophenoxy)-2,2-bis((3-fluorophenoxy)methyl)propyl 4-methylbenzenesulfonate, F2, product",TP,
FN,YIELD_OTHER,11.2 g,440,5.0 g,"11.2 g, 5.0 g",TP,
FP,REACTION_PRODUCT,1-[(6-fluoro-benzonitrile-2-yl)methyl]-3-methyl-7-(2-butyne-1-yl)-8-[(R)-3-amino-piperidine-1-yl]-xanthine,443,1-[(6-fluoro-benzonitrile-2-yl)methyl]-3-methyl-7-(2-butyne-1-yl)-8-[(R)-3-amino-piperidine-1-yl]-xanthine,1-[(6-fluoro-benzonitrile-2-yl)methyl]-3-methyl-7-(2-butyne-1-yl)-8-[(R)-3-amino-piperidine-1-yl ]-xanthine,TP,
FN,REACTION_PRODUCT,1-[(6-fluoro-benzonitrile-2-yl)methyl]-3-methyl-7-(2-butyne-1-yl)-8-[(R)-3-amino-piperidine-1-yl ]-xanthine,443,1-[(6-fluoro-benzonitrile-2-yl)methyl]-3-methyl-7-(2-butyne-1-yl)-8-[(R)-3-amino-piperidine-1-yl]-xanthine,1-[(6-fluoro-benzonitrile-2-yl)methyl]-3-methyl-7-(2-butyne-1-yl)-8-[(R)-3-amino-piperidine-1-yl ]-xanthine,TP,
FP,STARTING_MATERIAL,1-[(6-fluoro-benzonitrile-2-yl)methyl]-3-methyl-7-(2-butyne-1-yl)-8-[(R)-3-t-butyloxycarbonylamino-piperidine-1-yl]-xanthine,443,1-[(6-fluoro-benzonitrile-2-yl)methyl]-3-methyl-7-(2-butyne-1-yl)-8-[(R)-3-t-butyloxycarbonylamino-piperidine-1-yl]-xanthine,1-[(6-fluoro-benzonitrile-2-yl)methyl]-3-methyl-7-(2-butyne-1-yl)-8-[(R)-3-t-butyloxycarbonyla mino-piperidine-1-yl]-xanthine,TP,
FN,STARTING_MATERIAL,1-[(6-fluoro-benzonitrile-2-yl)methyl]-3-methyl-7-(2-butyne-1-yl)-8-[(R)-3-t-butyloxycarbonyla mino-piperidine-1-yl]-xanthine,443,1-[(6-fluoro-benzonitrile-2-yl)methyl]-3-methyl-7-(2-butyne-1-yl)-8-[(R)-3-t-butyloxycarbonylamino-piperidine-1-yl]-xanthine,1-[(6-fluoro-benzonitrile-2-yl)methyl]-3-methyl-7-(2-butyne-1-yl)-8-[(R)-3-t-butyloxycarbonyla mino-piperidine-1-yl]-xanthine,TP,
FP,SOLVENT,dichloromethane,443,dichloromethane,dichrolomethane,TP,
FN,SOLVENT,dichrolomethane,443,dichloromethane,dichrolomethane,TP,
FN,REACTION_PRODUCT,68,445,"2-((3,5-dimethyl-1-phenyl-1H-pyrazol-4-yl)amino)-2-oxoethyl 2-(furan-2-yl)acetate","2-((3,5-dimethyl-1-phenyl-1H-pyrazol-4-yl)amino)-2-oxoethyl 2-(furan-2-yl)acetate, 68, title compound",TP,
FP,TIME,overnight,445,overnight,,TP,
FN,STARTING_MATERIAL,methanol,447,5-bromo-2-(methylthio)pyrimidine-4-carboxylic acid,"5-bromo-2-(methylthio)pyrimidine-4-carboxylic acid, methanol",TP,
FP,SOLVENT,methanol,447,methanol,,TP,
FN,TEMPERATURE,room temperature,447,"0°C, reflux","0°C, reflux, room temperature",TP,
FP,TIME,4 h,447,4 h,four hours,TP,
FN,TIME,four hours,447,4 h,four hours,TP,
FP,TIME,overnight,449,"2 h, overnight",2 hours,TP,
FP,REACTION_PRODUCT,(S)-ethyl-4-phenyl-2((R)-(4-methylphenyl)sulfonylthiazine-3-aminoformyl)butyrate,452,(S)-ethyl-4-phenyl-2((R)-(4-methylphenyl)sulfonylthiazine-3-aminoformyl)butyrate,"(S)-ethyl-4-phenyl-2((R)-(4-methylphenyl)sulfonylthiazine-3-aminoform yl)butyrate, 22, product",TP,
FN,REACTION_PRODUCT,(S)-ethyl-4-phenyl-2((R)-(4-methylphenyl)sulfonylthiazine-3-aminoform yl)butyrate,452,(S)-ethyl-4-phenyl-2((R)-(4-methylphenyl)sulfonylthiazine-3-aminoformyl)butyrate,"(S)-ethyl-4-phenyl-2((R)-(4-methylphenyl)sulfonylthiazine-3-aminoform yl)butyrate, 22, product",TP,
FN,REACTION_PRODUCT,22,452,(S)-ethyl-4-phenyl-2((R)-(4-methylphenyl)sulfonylthiazine-3-aminoformyl)butyrate,"(S)-ethyl-4-phenyl-2((R)-(4-methylphenyl)sulfonylthiazine-3-aminoform yl)butyrate, 22, product",TP,
FN,REACTION_PRODUCT,product,452,(S)-ethyl-4-phenyl-2((R)-(4-methylphenyl)sulfonylthiazine-3-aminoformyl)butyrate,"(S)-ethyl-4-phenyl-2((R)-(4-methylphenyl)sulfonylthiazine-3-aminoform yl)butyrate, 22, product",TP,
FN,REACTION_PRODUCT,target compound,453,2-chloro-6-methylbenzoyl chloride,"2-chloro-6-methylbenzoyl chloride, target compound",TP,
FN,REAGENT_CATALYST,Dimethylformamide,453,oxalylchloride,"Dimethylformamide, oxalylchloride",TP,
FN,YIELD_OTHER,59.04 mmol,453,11.479 g,"11.479 g, 59.04 mmol",TP,
FP,REACTION_PRODUCT,"(E)-3-(4-((1S,3R/1R,3S)-(6-(1-(difluoromethyl)-1H-pyrazol-4-yl)-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylic acid",455,"(E)-3-(4-((1S,3R/1R,3S)-(6-(1-(difluoromethyl)-1H-pyrazol-4-yl)-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylic acid","(E)-3-(4-((1S,3R/1R,3S)-(6-(1-(difluoromethyl)-1H-pyrazol-4-yl)-2-(2-fluoro-2-methylp ropyl)-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylic acid, 13, title compound",TP,
FN,REACTION_PRODUCT,"(E)-3-(4-((1S,3R/1R,3S)-(6-(1-(difluoromethyl)-1H-pyrazol-4-yl)-2-(2-fluoro-2-methylp ropyl)-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylic acid",455,"(E)-3-(4-((1S,3R/1R,3S)-(6-(1-(difluoromethyl)-1H-pyrazol-4-yl)-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylic acid","(E)-3-(4-((1S,3R/1R,3S)-(6-(1-(difluoromethyl)-1H-pyrazol-4-yl)-2-(2-fluoro-2-methylp ropyl)-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylic acid, 13, title compound",TP,
FN,REACTION_PRODUCT,13,455,"(E)-3-(4-((1S,3R/1R,3S)-(6-(1-(difluoromethyl)-1H-pyrazol-4-yl)-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylic acid","(E)-3-(4-((1S,3R/1R,3S)-(6-(1-(difluoromethyl)-1H-pyrazol-4-yl)-2-(2-fluoro-2-methylp ropyl)-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylic acid, 13, title compound",TP,
FP,STARTING_MATERIAL,"(E)-methyl 3-(4-((1S,3R/1R,3S)-(6-(1-(difluoromethyl)-1H-pyrazol-4-yl)-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate",455,"(E)-methyl 3-(4-((1S,3R/1R,3S)-(6-(1-(difluoromethyl)-1H-pyrazol-4-yl)-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate","(E)-methyl 3-(4-((1S,3R/1R,3S)-(6-(1-(difluoromethyl)-1H-pyrazol-4-yl)-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluoropheny l)acrylate, 13b",TP,
FN,STARTING_MATERIAL,13b,455,"(E)-methyl 3-(4-((1S,3R/1R,3S)-(6-(1-(difluoromethyl)-1H-pyrazol-4-yl)-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate","(E)-methyl 3-(4-((1S,3R/1R,3S)-(6-(1-(difluoromethyl)-1H-pyrazol-4-yl)-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluoropheny l)acrylate, 13b",TP,
FN,STARTING_MATERIAL,"(E)-methyl 3-(4-((1S,3R/1R,3S)-(6-(1-(difluoromethyl)-1H-pyrazol-4-yl)-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluoropheny l)acrylate",455,"(E)-methyl 3-(4-((1S,3R/1R,3S)-(6-(1-(difluoromethyl)-1H-pyrazol-4-yl)-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate","(E)-methyl 3-(4-((1S,3R/1R,3S)-(6-(1-(difluoromethyl)-1H-pyrazol-4-yl)-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluoropheny l)acrylate, 13b",TP,
FN,STARTING_MATERIAL,palladium(II) acetate,458,"3,5-Dibromo-2-methoxypyrazine (X)","3,5-Dibromo-2-methoxypyrazine, Pd(OAc)2, X, palladium(II) acetate",TP,
FN,STARTING_MATERIAL,Pd(OAc)2,458,"3,5-Dibromo-2-methoxypyrazine (X)","3,5-Dibromo-2-methoxypyrazine, Pd(OAc)2, X, palladium(II) acetate",TP,
FP,REAGENT_CATALYST,palladium(II) acetate,458,"1,3-bis(diphenylphosphino)propane, palladium(II) acetate","1,3-bis(diphenylphosphino)propane, 1-butyl-3-methylimidazolium tetrafluoroborate, DPPP, TEA, [bmim] [BF4], butyl vinyl ether, triethylamine",TP,
FN,REAGENT_CATALYST,[bmim] [BF4],458,"1,3-bis(diphenylphosphino)propane, palladium(II) acetate","1,3-bis(diphenylphosphino)propane, 1-butyl-3-methylimidazolium tetrafluoroborate, DPPP, TEA, [bmim] [BF4], butyl vinyl ether, triethylamine",FN,
FN,REAGENT_CATALYST,TEA,458,"1,3-bis(diphenylphosphino)propane, palladium(II) acetate","1,3-bis(diphenylphosphino)propane, 1-butyl-3-methylimidazolium tetrafluoroborate, DPPP, TEA, [bmim] [BF4], butyl vinyl ether, triethylamine",TP,
FN,REAGENT_CATALYST,1-butyl-3-methylimidazolium tetrafluoroborate,458,"1,3-bis(diphenylphosphino)propane, palladium(II) acetate","1,3-bis(diphenylphosphino)propane, 1-butyl-3-methylimidazolium tetrafluoroborate, DPPP, TEA, [bmim] [BF4], butyl vinyl ether, triethylamine",FN,
